name,number_of_reviews,review_scores_value,cancellation_policy,host_id,host_name,host_for_x_days,host_response_time,host_response_rate,host_is_superhost,property_type,room_type,price,security_deposit,cleaning_fee,minimum_nights,maximum_nights
Bright 2BR by BC Campus,7,10,3,12243051,Flatbook,2771,within a few hours,71,0,Apartment,Entire home/apt,239,400,95,3,1125
"Lovely 2BR+,  2BA w/ Exercise Room",13,9,3,57951755,Andrea,2047,within a day,100,0,Apartment,Entire home/apt,194,300,95,1,1125
Cozy 1 BR APT with assigned parking,1,8,2,24075349,Andrew,2489,within a day,100,0,Apartment,Entire home/apt,250,500,100,1,1125
"Pvt fl w/2BR, 1B, 1LR w/couchbed",34,9,2,43777733,Marc,2199,within an hour,100,0,Condominium,Entire home/apt,150,200,25,2,1125
New 1Bed w/ Gorgeous Kitchen + Bath,31,9,2,697401,Nick,3748,within an hour,100,0,House,Entire home/apt,140,200,60,1,95
"Modern 3 bed/1 bath, w/ Shower Spa",2,10,3,26704689,Mac,2426,within an hour,100,0,Apartment,Entire home/apt,500,500,150,3,1125
"Private bedroom, bath and lounge.",120,9,3,1123263,Deepti & Michael,3662,within an hour,100,0,Apartment,Private room,110,100,15,2,21
Nice studio near Boston College&BU,19,8,3,6468409,Katharina,3042,within a day,100,0,Apartment,Entire home/apt,120,150,50,1,1125
Quiet room Peaceful neighborhood Close to Harvard,1,8,3,77158766,Eunice,1923,within a few hours,100,0,Apartment,Private room,39,300,50,4,999
Double room full bath and Parking,44,10,2,7640908,Tom,2978,within an hour,100,0,House,Private room,115,100,50,2,28
"Cozy, Patio, Pool, and Whole Foods",51,9,3,546854,Sanjay,3792,within an hour,100,0,Apartment,Entire home/apt,103,250,85,2,1125
Between BU/BC & great for groups,39,9,3,29066313,Andy,2383,within a few hours,100,0,Apartment,Entire home/apt,211,100,75,2,1125
2 Bedrooms with 1 private bathroom,104,9,3,1521296,Yossi,3558,within an hour,100,0,House,Private room,70,100,35,2,1125
Spacious 1BR on Green Line - BC BU,2,9,3,9634183,Sera,2883,within a day,100,0,Apartment,Entire home/apt,100,250,50,3,1125
Private room/bath in single family,16,9,2,23127374,Valerie,2514,within a few hours,100,0,House,Private room,99,100,25,2,1125
Convenient Boston Hotel Alternative,33,10,3,4434391,Damon,3194,within an hour,100,0,Apartment,Entire home/apt,119,150,25,3,1125
"Charming, Cozy, Convenient Home",14,10,3,69086583,Alex,1969,within an hour,100,0,House,Entire home/apt,223,600,115,1,1125
Spacious West Roxbury House,1,10,1,19520294,Peter,2599,within a few hours,100,0,House,Private room,100,300,5,1,1125
"Rustic, european style 3 bed/2bath",22,10,3,29483150,Irida,2375,within a few hours,100,0,Apartment,Entire home/apt,245,300,75,2,1125
"Free parking, spacious private room",58,10,3,7614614,Yedan,2980,within an hour,100,0,House,Private room,70,100,20,2,1125
Historic Single Family Victorian!,3,10,3,68502098,Kristen,1972,within a few hours,100,0,House,Entire home/apt,300,500,75,3,30
Beautiful room in Boston,1,8,2,50345300,Ashakie,2115,within a day,60,0,House,Private room,45,100,40,1,1125
Bright and very spacious private room,6,10,1,3155386,Lissette,3330,within a few hours,80,0,Apartment,Private room,47,100,10,1,1125
`Hidden Gem in Boston,27,10,2,17890131,Grace & Mark,2626,within a few hours,100,0,Loft,Entire home/apt,85,200,28,1,1125
The King's Palace ,1,10,3,20598985,Carlotta,2577,within a day,100,0,House,Private room,65,100,15,1,1125
Hidden Gem in Boston (Hyde Park),10,9,2,7303930,Lawrence & Carrie,2995,within an hour,100,0,Apartment,Entire home/apt,250,200,75,3,1125
Charming Victorian Furnished Home,30,9,2,19466495,Barbara,2600,within a few hours,90,0,Apartment,Entire home/apt,160,100,150,4,1125
Lower Mills Area Victorian Home,16,9,2,4729990,Nicole,3165,within an hour,100,0,Bed & Breakfast,Private room,75,100,15,1,360
Lower Mills Victorian Home SuiteTwo,23,9,3,4729990,Nicole,3165,within an hour,100,0,Bed & Breakfast,Private room,75,200,15,1,360
Victorian In-law,48,9,3,11631886,Cynthia,2791,within an hour,100,0,House,Private room,79,100,25,1,14
3 bedrooms in Victorian home.,27,8,3,11631886,Cynthia,2791,within an hour,100,0,House,Private room,169,200,75,1,14
Victorian Full Bed,70,9,3,11631886,Cynthia,2791,within an hour,100,0,House,Private room,59,100,25,1,14
Cozy and Quaint home away from home,10,9,3,19066350,Eric,2607,within a day,80,0,Apartment,Entire home/apt,65,200,100,4,1125
Victorian queen,81,9,3,11631886,Cynthia,2791,within an hour,100,0,House,Private room,69,100,25,1,14
Lovely cozy room close to Subway,1,8,3,52601623,Jean,2088,within an hour,98,0,Apartment,Private room,55,150,30,1,1125
Luxury Duplex Apartment,1,10,3,24658662,Mohsen,2473,within an hour,100,0,Apartment,Entire home/apt,198,500,60,1,1125
"Cozy room, 2 min walk to redline T",3,9,3,52601623,Jean,2088,within an hour,98,0,Apartment,Private room,55,200,40,1,1125
Comfort in Historic Melville Park 1,131,9,3,847253,Susan,3710,within an hour,100,0,House,Private room,69,100,40,2,150
Cozy room in host's apt near train,3,10,3,52601623,Jean,2088,within an hour,98,0,Apartment,Private room,55,120,25,1,1125
"2 Bedrms, 2 Priv Bath&Priv Entrance",57,10,2,914630,Bill,3697,within a few hours,100,0,House,Private room,125,100,75,3,8
Gorgeous 2 BR In Boston,3,8,3,1171636,William,3652,within a day,57,0,Apartment,Entire home/apt,120,300,50,5,30
Great Brownstone-Private Room,1,10,3,31175333,Joyce,2348,within an hour,100,0,Townhouse,Private room,73,100,75,4,28
Nice Cozy / room E,111,9,2,119019,Hermina,4152,within an hour,100,0,House,Private room,50,100,15,2,1125
MODERN | 5BR 2BA | 5 min to BOS,49,9,3,13124709,Thomas & Jenny,2743,within an hour,100,0,Apartment,Entire home/apt,225,800,199,1,1125
Beautiful Victorian House /room B,194,9,3,119019,Hermina,4152,within an hour,100,0,House,Private room,65,100,10,1,365
Room in Beautiful Townhouse /F,33,9,2,119019,Hermina,4152,within an hour,100,0,House,Private room,70,100,10,1,365
Nice Private Room with Airbed,5,9,2,16186589,Marie,2666,within a few hours,100,0,Apartment,Private room,35,500,50,10,1125
"3 bedrms, 2 Priv bath",3,9,3,914630,Bill,3697,within a few hours,100,0,House,Private room,325,500,100,2,5
Historical Gaslight Street - R1,92,10,2,6430732,Victoria,3045,within a few hours,100,0,Apartment,Private room,70,150,15,2,1125
Big room with two bed/Room A,291,9,3,119019,Hermina,4152,within an hour,100,0,House,Private room,65,100,15,1,365
Room in Beautiful Townhouse /G,81,9,2,119019,Hermina,4152,within an hour,100,0,House,Private room,70,100,10,1,365
Perfect Private Room With Airbed.,1,10,2,16186589,Marie,2666,within a few hours,100,0,Apartment,Private room,29,500,50,10,1125
Private room near the red line,1,8,2,1978999,Bryan,3466,within an hour,100,0,Apartment,Private room,90,100,10,1,4
Affordable Private Room with Airbed,2,10,2,16186589,Marie,2666,within a few hours,100,0,Apartment,Private room,31,500,50,10,1125
Historical Gaslight Street - R2,85,10,2,6430732,Victoria,3045,within a few hours,100,0,Apartment,Private room,45,150,10,2,1125
1BR 2-5 minutes walk to Red Line!,3,9,2,16186589,Marie,2666,within a few hours,100,0,Apartment,Private room,70,500,50,7,1125
Beautiful Victorian House /C,241,9,3,119019,Hermina,4152,within an hour,100,0,House,Private room,55,100,15,1,365
Private Bdr1 with Airbed,2,10,2,16186589,Marie,2666,within a few hours,100,0,Apartment,Private room,31,500,50,10,1125
1Beautiful Philadelphia Style Home!,7,9,1,5163862,Natalie & Kwame,3130,within an hour,100,0,House,Private room,51,95,15,1,1125
Andrea's Private Bath T Downtown,231,10,1,6608084,CarneyFamily,3034,within an hour,100,0,House,Private room,83,100,28,1,1125
John and Robert's Harbor View ,231,10,1,6608084,CarneyFamily,3034,within an hour,100,0,House,Private room,75,100,24,1,1125
"Huge sunny room, Classy Apt, Shared bath, Redline",30,9,3,16881770,Isa,2649,within an hour,100,0,Apartment,Private room,60,200,20,3,22
"Clean spacious room, pvt bathroom, parking & deck",45,10,1,21747122,Darren,2549,within an hour,100,0,Condominium,Private room,115,250,35,2,10
Stunning New Unit w/ 2 Parking Spots!,6,10,3,4776690,Dan,3161,within an hour,100,0,Apartment,Entire home/apt,264,250,75,1,1125
Beautiful 3 bedroom Dorchester MA,25,9,2,27842033,Bernard,2404,within an hour,100,0,Apartment,Entire home/apt,110,125,25,1,1125
"Umass,MGH,City,BCEC,Longwood 2A",2,6,3,16442921,Orchid,2660,within a few hours,79,0,Apartment,Private room,65,100,40,4,60
Home Comfort on the Red Line,55,9,2,34118474,Mike And Rachael,2307,within an hour,100,0,Condominium,Private room,70,200,10,1,6
Private Room with Airbed,4,10,2,16186589,Marie,2666,within a few hours,100,0,Apartment,Private room,34,500,50,10,1125
Victorian house One bedroom apt furnished,2,10,1,78915790,Gennaro,1914,within an hour,90,0,Apartment,Entire home/apt,85,95,50,7,30
Walk To The Beach or City 2,18,8,1,30342817,Piter,2361,within an hour,100,0,House,Private room,75,150,25,1,1125
COZY 2 BEDROOM IN GREATER BOSTON,185,9,2,2618808,Curtis,3383,within an hour,100,0,Apartment,Entire home/apt,109,100,60,2,730
Barney's Master Bedroom T Downtown,194,10,1,6608084,CarneyFamily,3034,within an hour,100,0,House,Private room,76,100,25,1,300
Bright Room #4 Close JFK Red Line T Station,1,10,1,38080223,Tina,2260,within an hour,100,0,Apartment,Private room,45,200,50,15,58
"Umass,MGH,City,BCEC, Longwood(E)",9,7,3,16442921,Orchid,2660,within a few hours,79,0,Apartment,Private room,49,100,49,4,60
"Umass, MGH, City, BCEC, Longwood3E",5,6,3,16442921,Orchid,2660,within a few hours,79,0,Apartment,Private room,49,100,45,3,60
Walk To The Beach or City,46,9,1,30342817,Piter,2361,within an hour,100,0,House,Private room,100,150,25,1,1125
My Boston room by the subway :),2,10,2,57812241,Alexia,2048,within a few hours,100,0,Apartment,Private room,85,250,30,2,120
Cozy Room with AirBed,3,10,2,16186589,Marie,2666,within a few hours,100,0,Apartment,Private room,35,500,50,10,1125
"Umass, City, MGH,BECE,Longwood 3A",16,7,3,16442921,Orchid,2660,within a few hours,79,0,Apartment,Private room,68,100,49,2,75
"Umass,city, longwood, MGH, BCEC 16B",4,6,3,16442921,Orchid,2660,within a few hours,79,0,Apartment,Private room,65,100,49,3,1125
"Spacious room, Shared bath, Red line",45,9,3,16881770,Isa,2649,within an hour,100,0,Apartment,Private room,50,200,20,3,27
Sunny Private Bedroom with Parking,8,9,2,494453,Dave,3814,within a day,90,0,Condominium,Private room,80,100,25,1,1125
Luxurious Modern 2 bedroom 2 bathroom,2,9,3,22171183,Hussein,2538,within an hour,100,0,Apartment,Entire home/apt,160,350,100,3,1125
"Comfy bed, Shared bath, Red line",25,10,3,16881770,Isa,2649,within an hour,100,0,Apartment,Private room,45,200,20,3,27
Spacious Bedroom in Cozy Home!,36,9,3,15583990,Natalia,2681,within an hour,100,0,Apartment,Private room,64,250,25,1,20
Double Room in Beautiful Home!,43,9,3,15583990,Natalia,2681,within an hour,100,0,Apartment,Private room,75,250,40,1,14
1BR/ 1BA in 2BR/2BA w/ ocean view,14,10,3,20399668,Ananya,2582,within a few hours,100,0,Apartment,Private room,55,150,30,1,1125
Beautiful Victorian House/Room D,125,9,3,119019,Hermina,4152,within an hour,100,0,House,Private room,65,100,10,2,365
Cozy Condo w/ Separate Bath,3,9,1,7341841,Carol,2993,within an hour,100,0,Condominium,Private room,65,100,25,2,14
Minshu's Boston room by subway,4,10,2,57812241,Alexia,2048,within a few hours,100,0,Apartment,Private room,80,200,30,2,150
Beautiful Apt/Queen Bed/Near Subway,110,10,3,24658662,Mohsen,2473,within an hour,100,0,Apartment,Private room,45,100,40,1,1125
"Great Room near Red Line, free parking",14,10,2,9830531,Rebecca,2872,within a few hours,100,0,Apartment,Private room,70,150,25,1,1125
BOSTON HOME 5 min walk to Train Sta,21,9,3,37892354,Melissa,2262,within an hour,100,0,Apartment,Entire home/apt,175,400,100,1,1125
Cozy Room in Large Home!,29,9,3,15583990,Natalia,2681,within an hour,100,0,Apartment,Private room,59,250,25,1,14
The Penthouse | 2BR 1BA | 4th Floor,12,9,3,71783,Lance,4258,within a day,73,0,Apartment,Entire home/apt,125,500,150,2,365
"Umass, MGH, City,BCEC,Longwood 2B",8,9,3,16442921,Orchid,2660,within a few hours,79,0,Apartment,Private room,63,100,50,4,60
"Umass, MGH, City,BCEC,Longwood 3B",5,8,3,16442921,Orchid,2660,within a few hours,79,0,Apartment,Private room,49,100,49,3,60
Private Room in Spacious Apartment3,7,7,2,1997048,ToRena,3464,within a few hours,100,0,Apartment,Private room,72,100,25,3,1125
Sunny Two Bedroom Condo,12,9,1,2863349,Michael,3358,within an hour,100,0,Apartment,Entire home/apt,130,100,50,1,1125
Transit Accessible Private Room With Airbed!,1,10,2,16186589,Marie,2666,within a few hours,100,0,Apartment,Private room,31,500,50,10,1125
Spacious Room on Top Floor!,33,9,3,15583990,Natalia,2681,within an hour,100,0,Apartment,Private room,67,250,40,1,14
Private Room in Spacious Apartment1,20,8,2,1997048,ToRena,3464,within a few hours,100,0,Apartment,Private room,56,100,25,3,1125
The Grand View | 4 BR 2BA | Home,19,9,3,71783,Lance,4258,within a day,73,0,House,Entire home/apt,175,500,200,2,365
Beautiful 3BR Townhouse w/ Garage,18,10,2,21093140,Paul And Lauren,2565,within a day,80,0,Apartment,Entire home/apt,300,750,125,3,8
The Shawmut | 2BR 1BA | 1st Floor,11,9,3,71783,Lance,4258,within a day,73,0,Apartment,Entire home/apt,125,500,150,2,365
"Umass,City,MGH,Longwood(BI,BWH)(D)",16,8,3,16442921,Orchid,2660,within a few hours,79,0,Apartment,Private room,65,100,49,4,60
"Umass,MGH,Harvard,MIT,Longwood A3",3,3,3,16442921,Orchid,2660,within a few hours,79,0,Apartment,Private room,68,100,45,1,1125
The Mayhew | 2BR 1BA | 3rd Floor,10,9,3,71783,Lance,4258,within a day,73,0,Apartment,Entire home/apt,125,500,150,2,365
2 bedroom close to public transit,40,9,2,10663539,Laine & Nam,2831,within a day,88,0,Apartment,Entire home/apt,89,100,50,3,60
2Beautiful Philadelphia Style Home!,12,9,2,5163862,Natalie & Kwame,3130,within an hour,100,0,House,Private room,52,95,15,1,1125
Room with AirBed Near T!,3,10,2,16186589,Marie,2666,within a few hours,100,0,Apartment,Private room,38,500,50,10,1125
"Cozy 3 Bedroom, 1 Bath, 1st Floor",30,10,2,66645251,Mary,1985,within an hour,100,0,Apartment,Entire home/apt,165,600,65,1,1125
Clean Spacious 1 BR Near T Station,11,8,2,80766156,Yizuo,1905,within an hour,100,0,Townhouse,Private room,60,100,10,4,1125
Private Bdr4 with Airbed,3,8,2,16186589,Marie,2666,within a few hours,100,0,Apartment,Private room,31,500,50,10,1125
"Umass,City, BECE, MGH, Longwood 16s",7,8,2,16442921,Orchid,2660,within a few hours,79,0,Apartment,Private room,46,100,49,5,60
Pied-a'-terre - near everything,1,4,3,2565039,Theresa & Todd,3389,within an hour,91,0,Apartment,Entire home/apt,95,300,75,7,28
"Cozy Sunporch, Quick Downtown",108,10,1,6608084,CarneyFamily,3034,within an hour,100,0,House,Private room,47,100,25,1,100
2 Bedroom Condo near the Red Line ,12,10,3,8202984,Nathan And Kathryn,2953,within an hour,100,0,Apartment,Entire home/apt,144,200,30,4,15
The Dorset | 3BR 1BA | 1st Floor,17,9,3,71783,Lance,4258,within a day,73,0,Apartment,Entire home/apt,126,500,175,6,89
Mary's Ocean View Metro Downtown,222,10,1,6608084,CarneyFamily,3034,within an hour,100,0,House,Private room,77,100,25,1,120
"Charming, Cozy 2 br Townhouse",84,9,3,119019,Hermina,4152,within an hour,100,0,Townhouse,Entire home/apt,165,200,110,1,365
The Sky View | 2BR 1BA | 3rd Floor,4,9,3,71783,Lance,4258,within a day,73,0,Apartment,Entire home/apt,142,500,150,2,365
Spacious 2 bed w parking available,15,10,2,4609373,Tania,3175,within a few hours,100,0,Apartment,Entire home/apt,195,250,75,2,30
"Umass, city,MGH,BCEC,Longwood 16E",2,6,3,16442921,Orchid,2660,within a few hours,79,0,Apartment,Private room,59,100,49,3,60
Renovated House near Subway/Rail Everything New,1,10,3,18517776,Huggy,2614,within a day,93,0,Apartment,Private room,39,300,50,30,999
Special Circumstances Extra Room(s),5,10,1,6608084,CarneyFamily,3034,within an hour,100,0,House,Private room,68,100,20,1,5
Private Room in Spacious Apartment2,16,9,2,1997048,ToRena,3464,within a few hours,100,0,Apartment,Private room,56,100,25,3,1125
Comfort in Historic Melville Park 3,55,9,3,847253,Susan,3710,within an hour,100,0,House,Private room,79,100,40,2,150
Grace's Harborview Fast T Downtown,232,10,1,6608084,CarneyFamily,3034,within an hour,100,0,House,Private room,63,100,25,1,1125
"Umass, City, MGH, BCEC, Longwood 2E",3,5,3,16442921,Orchid,2660,within a few hours,79,0,Apartment,Private room,55,100,50,3,60
Newly Renovated Studio,64,9,2,25424192,Yonatan,2451,within an hour,100,0,House,Entire home/apt,150,100,50,2,366
The Sawyer | 2BR 2.5BA | 1st Floor,8,9,3,71783,Lance,4258,within a day,73,0,Apartment,Entire home/apt,168,500,175,2,365
Very Close 2 Red Line with AirBed!,1,6,2,16186589,Marie,2666,within a few hours,100,0,Apartment,Private room,35,500,50,10,1125
Comfortable Brownstone Home,1,10,3,31175333,Joyce,2348,within an hour,100,0,House,Private room,73,100,75,4,28
"Umass, Harvard, MGH,Longwood, 16D",3,8,3,16442921,Orchid,2660,within a few hours,79,0,Apartment,Private room,52,100,50,5,60
Private 1 bed/ 1 bath near Red line (JFK/Umass),7,8,2,24587960,Sun Young,2475,within an hour,100,0,Apartment,Private room,60,100,5,1,1125
5 minutes walk To T Private Room!,6,8,2,16186589,Marie,2666,within a few hours,100,0,Apartment,Private room,60,500,50,10,1125
"Simple, Quiet & Comfy. South Boston",101,10,2,20447366,Jason,2581,within an hour,100,0,Apartment,Private room,40,100,14,1,11
Modern 2 family close to Red line,1,10,3,79897849,Jones,1909,within an hour,100,0,Apartment,Entire home/apt,175,125,25,1,3
Comfort in Historic Melville Park 2,118,9,3,847253,Susan,3710,within an hour,100,0,House,Private room,79,100,40,2,150
Beautiful Victorian House,19,8,3,119019,Hermina,4152,within an hour,100,0,House,Entire home/apt,395,200,140,2,365
Comfortable room near redline MBTA subway stop!,1,2,3,52601623,Jean,2088,within an hour,98,0,Apartment,Private room,55,200,25,2,1125
The Roseclair | 3BR 1BA | 2nd Floor,12,10,3,71783,Lance,4258,within a day,73,0,Apartment,Entire home/apt,164,500,150,2,36
Sunish & Giulia's Boston room on T,9,10,2,57812241,Alexia,2048,within a few hours,100,0,Apartment,Private room,85,250,30,2,180
beautifully renovated 1st floor apt,1,10,2,43717277,Andy,2200,within a day,90,0,Condominium,Entire home/apt,150,450,50,3,1125
Lovely Private Room with Air Bed,4,10,2,16186589,Marie,2666,within a few hours,100,0,Apartment,Private room,37,500,50,10,1125
Spacious Apartment Near the Subway,27,9,2,25424192,Yonatan,2451,within an hour,100,0,Apartment,Entire home/apt,180,100,80,2,1125
Small Room Renovated House Walk/Bus to Redline,2,10,3,18517776,Huggy,2614,within a day,93,0,Apartment,Private room,35,300,50,30,999
"Charming 3BR, 1BA- 5 min to Boston",24,9,3,13124709,Thomas & Jenny,2743,within an hour,100,0,Apartment,Entire home/apt,199,600,129,1,1125
"Umass, City, MGH, Longwood, BWH (A)",9,8,3,16442921,Orchid,2660,within a few hours,79,0,Apartment,Private room,69,100,45,2,30
Private Bdr3 with Airbed,2,8,2,16186589,Marie,2666,within a few hours,100,0,Apartment,Private room,31,500,50,10,1125
Master bed/bath in lux Seaport bldg,1,8,3,845174,Casey,3711,within a few hours,100,0,Loft,Private room,170,250,75,1,1125
Boston Harbor View 1 BR Furnished Suite,2,8,3,47664830,Pelican Executive Suites,2150,within an hour,100,0,Apartment,Entire home/apt,250,250,95,1,1125
"Fantastic Factory Loft, Downtown",15,10,2,53581341,Don,2080,within a few hours,100,0,Loft,Entire home/apt,209,100,10,1,1
Boston Penthouse / Seaport District,3,10,1,14225772,Karyne,2713,within an hour,90,0,Apartment,Entire home/apt,500,500,100,3,1125
Modern Southie Condo near BCEC!!,8,10,3,13563081,Sean,2731,within an hour,100,0,Apartment,Entire home/apt,600,600,150,4,1125
Made in Fort Point / Seaport Luxury,12,10,3,845174,Casey,3711,within a few hours,100,0,Condominium,Entire home/apt,390,500,100,2,1125
South Boston - BCC & Seaport,3,10,1,45851126,Kelly,2173,within a day,100,0,Condominium,Entire home/apt,200,150,125,1,1125
Boston Harbor View 1 BR Suite,3,8,3,4140161,Corporate And Vacation Suites,3229,within an hour,100,0,Apartment,Entire home/apt,200,250,95,1,1125
beautiful seaport Apartment,10,8,2,53989804,Mo,2077,within a day,80,0,Apartment,Entire home/apt,361,150,70,2,1125
Luxury 2 bed Apt in Seaport area,7,9,3,64969164,Patrick,1997,within an hour,100,0,Apartment,Entire home/apt,249,150,75,1,1125
Boston Harbor View 1BR Furnished Suites,1,10,3,47664830,Pelican Executive Suites,2150,within an hour,100,0,Apartment,Entire home/apt,200,250,95,1,1125
1 BR Furnished Suite in Boston Harbor View,2,8,3,47664830,Pelican Executive Suites,2150,within an hour,100,0,Apartment,Entire home/apt,250,250,95,1,1125
Boston Seaport 1 BR Suite,1,10,3,44013653,Lourdes,2196,within a few hours,100,0,Apartment,Entire home/apt,249,250,95,1,1125
1 Bedroom Furnished Suite in Boston Harbor View,4,10,3,47664830,Pelican Executive Suites,2150,within an hour,100,0,Apartment,Entire home/apt,250,250,95,1,1125
Modern Seaport District 1 Bedroom + sleeper sofa,6,10,3,73215924,Debbie,1944,within an hour,100,0,Apartment,Entire home/apt,199,150,75,1,1125
"Comfy, clean studio in Seaport. Great views!",6,10,3,54731245,Daniel,2071,within an hour,88,0,Apartment,Entire home/apt,199,100,50,7,1125
1 Bedroom - Entire Place (Seaport),8,10,2,80100053,Bret,1908,within an hour,100,0,Apartment,Entire home/apt,225,250,50,3,6
Boston Harbor View 1 BR Furnished Suite,2,10,3,47664830,Pelican Executive Suites,2150,within an hour,100,0,Apartment,Entire home/apt,250,250,95,1,1125
Brand New! South Boston 1 bedroom,6,10,3,814298,Brent,3718,within a few hours,98,0,Apartment,Entire home/apt,189,500,100,2,1125
Seaport With Views! Walk to BCEC !,1,10,3,6201198,Elizabeth,3059,within a few hours,100,0,Condominium,Entire home/apt,700,175,85,3,1125
^Tourist Best Choice Master Bdrm Subway/Downtown,78,9,3,6950436,Jonathan,3014,within an hour,100,0,House,Private room,128,150,30,1,25
^Tourist Best Choice Private Room Subway/Downtown,29,9,3,6950436,Jonathan,3014,within an hour,100,0,House,Private room,118,150,30,1,25
"1 Queen/3 Twin-Full, near Downtown/Ocean",1,10,3,26704689,Mac,2426,within an hour,100,0,Apartment,Entire home/apt,250,500,150,1,1125
2Bed/2Bath with Water & City Views,24,9,3,10252474,Christopher&Dylan,2852,within an hour,100,0,Condominium,Entire home/apt,300,500,150,2,15
"Top floor condo w/ parking, roof deck, near beach",10,10,2,21094197,James,2565,within a few hours,100,0,Condominium,Entire home/apt,189,100,15,2,4
STUNNING SEAPORT AREA HOME 2BD/2BA,2,10,1,54099497,Michael,2076,within an hour,100,0,House,Entire home/apt,400,250,100,1,1125
SEAPORT AREA-PRIVATE BATH & PARKING,4,9,1,54099497,Michael,2076,within an hour,100,0,House,Private room,99,95,40,1,1125
Private Suite with Gorgeous Patio Space!,5,9,2,7678148,Mike And Emily,2977,within an hour,100,0,House,Private room,130,150,20,2,6
Brand New 2 BR | 1 BA in So. BOS #1,57,10,3,9410008,Jason,2895,within an hour,100,0,Apartment,Entire home/apt,250,400,125,2,45
Updated Condo in South Boston,20,9,1,53360618,Greg,2082,within a day,100,0,Condominium,Entire home/apt,147,200,30,2,1125
"3B2B + parking, Near T, Downtown,Convention Center",2,9,3,19008767,Ellen,2608,within an hour,100,0,Apartment,Entire home/apt,299,100,100,1,1125
"Lovely, clean 1B, hip neighborhood",8,10,2,36221474,Peter,2281,within a few hours,100,0,Condominium,Entire home/apt,170,300,20,2,1125
Charming South Boston 2 BR Condo,8,9,3,7271526,Michaela,2997,within a few hours,90,0,Condominium,Private room,100,750,70,7,30
Brand New 4 BR|2 BA in So. BOS #2+3,10,10,3,9410008,Jason,2895,within an hour,100,0,Apartment,Entire home/apt,500,500,225,3,45
SEAPORT AREA-2 BATHROOMS & PARKING,8,10,2,54099497,Michael,2076,within an hour,100,0,House,Private room,99,95,45,1,1125
Minutes to Downtown. Morden Room W/ Private Bath!,32,10,3,20684898,Vanessa,2575,within an hour,100,0,Condominium,Private room,110,300,30,2,1125
Deck right on East Broadway!,10,10,2,25390791,Dean,2452,within an hour,100,0,Apartment,Entire home/apt,160,100,30,1,3
Luxury in South Boston,1,10,2,74102843,Andrea,1939,within a day,100,0,Apartment,Entire home/apt,150,500,50,1,1125
Brand New 1 Bed Flat - South Boston,16,9,3,814298,Brent,3718,within a few hours,98,0,Apartment,Entire home/apt,143,500,100,2,1125
Cozy Room in Hip Local Neighborhood,8,10,3,23412310,Lacey,2506,within a day,80,0,Townhouse,Private room,130,200,70,3,1125
New South Boston Retreat w/ Parking,28,9,3,4776690,Dan,3161,within an hour,100,0,House,Entire home/apt,199,300,100,1,1125
Luxury Apartment with Master King,3,9,3,64969164,Patrick,1997,within an hour,100,0,Apartment,Entire home/apt,229,150,75,3,1125
"Ocean View Penthouse Condo - Cool, Cozy & Inviting",48,9,3,6989109,Kristine,3012,within an hour,100,0,Condominium,Shared room,89,179,29,1,25
Modern 3BD+ private home-near BCEC,176,10,3,17783651,Tiffany,2628,within an hour,100,0,House,Entire home/apt,225,200,60,1,2
SEAPORT AREA WITH 2 BATHROOMS!!,31,10,2,54099497,Michael,2076,within an hour,100,0,House,Private room,69,95,49,1,1125
Brand New 2 BR | 1 BA in So. BOS #2,47,9,3,9410008,Jason,2895,within an hour,100,0,Apartment,Entire home/apt,245,400,125,2,45
Tourist Best Choice Master Bedroom Subway/Downtown,14,9,3,6950436,Jonathan,3014,within an hour,100,0,Condominium,Private room,128,150,30,1,25
Convention Cent- 10 min walk! BEST!,62,9,3,21184200,Paige,2563,within an hour,99,0,Condominium,Entire home/apt,175,99,65,1,1125
Beautifully Updated Single Family,3,9,1,67907171,Jennifer,1976,within a day,69,0,House,Entire home/apt,232,100,80,2,1125
Brand New 2 BR | 1 BA in So. BOS #3,46,10,3,9410008,Jason,2895,within an hour,100,0,Apartment,Entire home/apt,185,400,125,3,45
SEAPORT AREA-PRIVATE BATH QUEEN BED,47,10,1,54099497,Michael,2076,within an hour,100,0,House,Private room,69,95,45,1,1125
"Brand New 1 Bed Flat, South Boston",13,9,3,1444340,Will,3582,within a day,98,0,Apartment,Entire home/apt,220,500,100,3,1125
Brand New 4BR near Seaport + Ocean!,14,10,2,953185,Katie,3690,within a few hours,100,0,House,Entire home/apt,391,500,200,2,1125
Great Location!,24,10,3,16866221,Donald,2649,within a day,92,0,Loft,Private room,150,750,45,1,5
Lovely Southie Apt w. amazing views,28,10,3,4225430,Justine,3219,within a few hours,100,0,Apartment,Entire home/apt,175,250,25,2,1125
1 Bed in Charming Southie Townhouse,1,6,3,3236611,Ingrid,3322,within an hour,100,0,House,Private room,150,1000,100,1,7
LOCATION! Modern 2BD 2 BA w/Parking,84,10,2,10393465,Gary,2845,within an hour,100,0,Apartment,Entire home/apt,250,500,100,1,14
Recently Renovated duplex with outdoor space,4,9,3,60375320,David,2030,within an hour,100,0,Townhouse,Entire home/apt,299,350,120,1,1125
Spacious 4 bed condo South Boston  ,88,10,2,21541399,Mary,2554,within a few hours,100,0,Apartment,Entire home/apt,500,300,200,1,1125
Modern South Boston 2brm near MBTA,97,9,3,36057933,James,2283,within an hour,100,0,Apartment,Entire home/apt,150,150,60,1,1125
